,0,MPC,GE,US,NONUS
427,1900-01-01 20:07:00,0.0,0.0,0.0,0.0
428,1900-01-01 20:08:00,0.0,0.0,0.0,0.0
429,1900-01-01 20:09:00,0.0,0.0,0.0,0.0
430,1900-01-01 20:10:00,0.0,0.0,0.0,0.0
431,1900-01-01 20:11:00,0.0,0.0,0.0,0.0
432,1900-01-01 20:12:00,0.0,0.0,0.0,0.0
433,1900-01-01 20:13:00,0.0,0.0,0.0,0.0
434,1900-01-01 20:14:00,0.0,0.0,0.0,0.0
435,1900-01-01 20:15:00,0.0,0.0,0.0,0.0
436,1900-01-01 20:16:00,0.0,0.0,0.0,0.0
437,1900-01-01 20:17:00,0.0,0.0,0.0,0.0
438,1900-01-01 20:18:00,0.0,0.0,0.0,0.0
439,1900-01-01 20:19:00,0.0,0.0,0.0,0.0
440,1900-01-01 20:20:00,0.0,0.0,0.0,0.0
441,1900-01-01 20:21:00,0.0,0.0,0.0,0.0
442,1900-01-01 20:22:00,0.0,0.0,0.0,0.0
443,1900-01-01 20:23:00,0.0,0.0,0.0,0.0
444,1900-01-01 20:24:00,0.0,0.0,0.0,0.0
445,1900-01-01 20:25:00,0.0,0.0,0.0,0.0
446,1900-01-01 20:26:00,0.0,0.0,0.0,0.0
447,1900-01-01 20:27:00,0.0,0.0,0.0,0.0
448,1900-01-01 20:28:00,0.0,0.0,0.0,0.0
449,1900-01-01 20:29:00,0.0,0.0,0.0,0.0
450,1900-01-01 20:30:00,0.0,0.0,0.0,0.0
451,1900-01-01 20:31:00,0.0,0.0,0.0,0.0
452,1900-01-01 20:32:00,0.0,0.0,0.0,0.0
453,1900-01-01 20:33:00,0.0,0.0,0.0,0.0
454,1900-01-01 20:34:00,0.0,0.0,0.0,0.0
455,1900-01-01 20:35:00,0.0,0.0,0.0,0.0
456,1900-01-01 20:36:00,0.0,0.0,0.0,0.0
457,1900-01-01 20:37:00,0.0,0.0,0.0,0.0
458,1900-01-01 20:38:00,0.0,0.0,0.0,0.0
459,1900-01-01 20:39:00,0.0,0.0,0.0,0.0
460,1900-01-01 20:40:00,0.0,0.0,0.0,0.0
461,1900-01-01 20:41:00,0.0,0.0,0.0,0.0
462,1900-01-01 20:42:00,0.0,0.0,0.0,0.0
463,1900-01-01 20:43:00,0.0,0.0,0.0,0.0
464,1900-01-01 20:44:00,0.0,0.0,0.0,0.0
465,1900-01-01 20:45:00,0.0,0.0,0.0,0.0
466,1900-01-01 20:46:00,0.0,0.0,0.0,0.0
467,1900-01-01 20:47:00,0.0,0.0,0.0,0.0
468,1900-01-01 20:48:00,0.0,0.0,0.0,0.0
469,1900-01-01 20:49:00,0.0,0.0,0.0,0.0
470,1900-01-01 20:50:00,0.0,0.0,0.0,0.0
471,1900-01-01 20:51:00,0.0,0.0,0.0,0.0
472,1900-01-01 20:52:00,0.0,0.0,0.0,0.0
473,1900-01-01 20:53:00,0.0,0.0,0.0,0.0
474,1900-01-01 20:54:00,0.0,0.0,0.0,0.0
475,1900-01-01 20:55:00,0.0,0.0,0.0,0.0
476,1900-01-01 20:56:00,0.0,0.0,0.0,0.0
477,1900-01-01 20:57:00,0.0,0.0,0.0,0.0
478,1900-01-01 20:58:00,0.0,0.0,0.0,0.0
479,1900-01-01 20:59:00,0.0,0.0,0.0,0.0
480,1900-01-01 21:00:00,0.0,0.0,0.0,0.0
